TRUCK_ID,MENU_TYPE_ID,PRIMARY_CITY,REGION,ISO_REGION,COUNTRY,ISO_COUNTRY_CODE,FRANCHISE_FLAG,YEAR,MAKE,MODEL,EV_FLAG,FRANCHISE_ID,TRUCK_OPENING_DATE
81,6,Toronto,Ontario,ON,Canada,CA,0,2009,Ford_,Step Van,0,1,2014-12-29
87,12,Toronto,Ontario,ON,Canada,CA,1,2009,Ford_,Step Van,1,66,2014-12-29
89,14,Toronto,Ontario,ON,Canada,CA,1,2001,Freightliner,MT45 Utilimaster,0,68,2014-12-29
94,4,Vancouver,British Columbia,BC,Canada,CA,1,2000,Freightliner,MT45 Utilimaster,0,73,2014-12-29
97,7,Vancouver,British Columbia,BC,Canada,CA,0,2009,Ford_,Step Van,0,1,2014-12-29
101,11,Vancouver,British Columbia,BC,Canada,CA,1,2008,Custom,Box Truck,0,78,2014-12-29
104,14,Vancouver,British Columbia,BC,Canada,CA,1,2002,Freightliner,MT45 Utilimaster,0,80,2014-12-29
109,4,Montreal,Quebec,QC,Canada,CA,1,2008,Custom,Box Truck,0,84,2014-12-29
113,8,Montreal,Quebec,QC,Canada,CA,0,2009,Ford_,Step Van,0,1,2014-12-29
116,11,Montreal,Quebec,QC,Canada,CA,1,1997,Chevrolet,P30,0,90,2014-12-29
131,11,London,Greater London,Greater London,England,GB,1,2010,Custom,Van,0,101,2014-12-29
177,12,Nice,Provence–Alpes–Côte-d'Azur,Alpes-Maritimes,France,FR,0,2012,Ford_,Step Van,0,1,2014-12-29
187,7,Warsaw,Mazowieckie województwo,Masovian,Poland,PL,1,2012,Ford_,Step Van,0,137,2014-12-29
191,11,Warsaw,Mazowieckie województwo,Masovian,Poland,PL,1,2001,Freightliner,MT45 Utilimaster,0,139,2014-12-29
193,13,Warsaw,Mazowieckie województwo,Masovian,Poland,PL,0,2012,Ford_,Step Van,0,1,2014-12-29
200,5,Krakow,Małopolskie województwo,Lesser Poland,Poland,PL,1,2005,Freightliner,MT45 Utilimaster,0,146,2014-12-29
213,3,Mumbai,Maharashtra,Maharashtra,India,IN,1,2009,Freightliner,MT45 Utilimaster,1,155,2014-12-29
224,14,Mumbai,Maharashtra,Maharashtra,India,IN,0,2012,Ford_,Step Van,0,1,2014-12-29
231,6,Delhi,Delhi,Delhi,India,IN,1,2009,Freightliner,MT45 Utilimaster,1,170,2014-12-29
239,14,Delhi,Delhi,Delhi,India,IN,1,2003,Freightliner,MT45 Utilimaster,0,178,2014-12-29
246,6,Tokyo,Kantō,Tokyo,Japan,JP,1,2014,Ford_,Step Van,0,181,2014-12-29
250,10,Tokyo,Kantō,Tokyo,Japan,JP,1,2010,Custom,Van,0,185,2014-12-29
251,11,Tokyo,Kantō,Tokyo,Japan,JP,1,2005,Freightliner,MT45 Utilimaster,1,186,2016-01-01
252,12,Tokyo,Kantō,Tokyo,Japan,JP,1,2014,Ford_,Step Van,0,187,2015-10-01
253,13,Tokyo,Kantō,Tokyo,Japan,JP,1,2010,Freightliner,MT45 Utilimaster,1,188,2023-02-01
254,14,Tokyo,Kantō,Tokyo,Japan,JP,1,2010,Freightliner,MT45 Utilimaster,1,188,2015-08-01
255,15,Tokyo,Kantō,Tokyo,Japan,JP,1,2010,Freightliner,MT45 Utilimaster,1,188,2023-04-01
256,1,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2011,Airstream,Trailer,0,189,2015-07-01
258,3,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2004,Freightliner,MT45 Utilimaster,1,190,2018-01-01
259,4,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2003,Freightliner,MT45 Utilimaster,0,190,2015-04-01
260,5,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2009,Ford_,Step Van,0,191,2020-10-01
261,6,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2003,Freightliner,MT45 Utilimaster,0,192,2017-01-01
263,8,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2017,Ford_,Step Van,1,194,2015-08-01
265,10,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2004,Freightliner,MT45 Utilimaster,0,195,2021-10-01
266,11,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2014,Ford_,Step Van,1,196,2023-01-01
268,13,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2009,Ford_,Step Van,1,198,2023-01-01
269,14,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2001,Freightliner,MT45 Utilimaster,0,199,2015-12-01
270,15,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2010,Ford_,Step Van,1,1,2015-03-01
271,1,Sydney,New South Wales,New South Wales,Australia,AU,1,2017,Ford_,Step Van,0,200,2015-10-01
272,2,Sydney,New South Wales,New South Wales,Australia,AU,1,1999,Chevrolet,P30,1,201,2023-08-01
273,3,Sydney,New South Wales,New South Wales,Australia,AU,0,2012,Ford_,Step Van,1,1,2016-04-01
274,4,Sydney,New South Wales,New South Wales,Australia,AU,1,2017,Ford_,Step Van,1,200,2023-01-01
276,6,Sydney,New South Wales,New South Wales,Australia,AU,1,1974,Volkswagen,Westfalia Bus,1,203,2016-01-01
277,7,Sydney,New South Wales,New South Wales,Australia,AU,1,2003,Freightliner,MT45 Utilimaster,0,204,2015-12-01
278,8,Sydney,New South Wales,New South Wales,Australia,AU,1,2018,Nissan,NV 2500 High Roof,0,205,2015-08-01
280,10,Sydney,New South Wales,New South Wales,Australia,AU,1,2015,Airstream,Trailer,1,207,2022-04-01
281,11,Sydney,New South Wales,New South Wales,Australia,AU,1,2000,Freightliner,MT45 Utilimaster,0,208,2021-10-01
282,12,Sydney,New South Wales,New South Wales,Australia,AU,1,2014,Ford_,Step Van,1,209,2018-09-01
283,13,Sydney,New South Wales,New South Wales,Australia,AU,1,2003,Freightliner,MT45 Utilimaster,0,210,2015-10-01
284,14,Sydney,New South Wales,New South Wales,Australia,AU,1,2015,Airstream,Trailer,0,211,2015-08-01
286,1,Melbourne,Victoria,Victoria,Australia,AU,1,2005,Ford_,Step Van,1,213,2023-02-01
287,2,Melbourne,Victoria,Victoria,Australia,AU,1,2014,Ford_,Step Van,0,214,2021-10-01
288,3,Melbourne,Victoria,Victoria,Australia,AU,1,2003,Freightliner,MT45 Utilimaster,1,215,2018-09-01
289,4,Melbourne,Victoria,Victoria,Australia,AU,0,2012,Ford_,Step Van,1,1,2022-04-01
290,5,Melbourne,Victoria,Victoria,Australia,AU,1,1972,Volkswagen,Westfalia Bus,0,216,2015-12-01
291,6,Melbourne,Victoria,Victoria,Australia,AU,1,2009,Ford_,Step Van,0,217,2015-10-01
292,7,Melbourne,Victoria,Victoria,Australia,AU,1,2001,Freightliner,MT45 Utilimaster,0,218,2023-01-01
293,8,Melbourne,Victoria,Victoria,Australia,AU,1,1999,Chevrolet,P30,0,219,2015-08-01
294,9,Melbourne,Victoria,Victoria,Australia,AU,1,2012,Ford_,Step Van,0,220,2015-03-01
295,10,Melbourne,Victoria,Victoria,Australia,AU,1,2003,Freightliner,MT45 Utilimaster,1,221,2016-01-01
296,11,Melbourne,Victoria,Victoria,Australia,AU,1,2009,Ford_,Step Van,0,220,2015-10-01
297,12,Melbourne,Victoria,Victoria,Australia,AU,1,2001,Freightliner,MT45 Utilimaster,0,221,2015-07-01
298,13,Melbourne,Victoria,Victoria,Australia,AU,1,1999,Chevrolet,P30,1,222,2016-04-01
299,14,Melbourne,Victoria,Victoria,Australia,AU,1,2001,Freightliner,MT45 Utilimaster,0,223,2015-06-01
300,15,Melbourne,Victoria,Victoria,Australia,AU,1,2000,Freightliner,MT45 Utilimaster,0,224,2015-10-01
301,1,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2011,Airstream,Trailer,1,225,2018-09-01
302,2,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,0,2014,Ford_,Step Van,0,1,2015-12-01
303,3,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,0,2012,Ford_,Step Van,0,1,2015-07-01
305,5,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,1999,Chevrolet,P30,0,227,2015-04-01
306,6,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2014,Ford_,Step Van,0,228,2021-10-01
307,7,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2001,Freightliner,MT45 Utilimaster,1,229,2018-06-01
308,8,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2000,Freightliner,MT45 Utilimaster,0,229,2015-06-01
309,9,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2011,Airstream,Trailer,0,230,2019-04-01
310,10,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2014,Ford_,Step Van,0,231,2021-10-01
311,11,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2001,Freightliner,MT45 Utilimaster,1,232,2023-01-01
312,12,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2000,Freightliner,MT45 Utilimaster,1,232,2022-04-01
313,13,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2011,Airstream,Trailer,0,233,2015-06-01
314,14,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2004,Freightliner,MT45 Utilimaster,0,232,2019-04-01
315,15,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2007,Freightliner,MT45 Utilimaster,1,232,2018-06-01
316,1,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,1999,Chevrolet,P30,1,234,2015-06-01
317,2,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,0,2012,Ford_,Step Van,1,1,2018-06-01
318,3,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2010,Airstream,Trailer,0,235,2015-10-01
319,4,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,1981,Citroën,H Van,1,236,2016-01-01
320,5,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2010,Custom,Van,1,237,2017-04-01
321,6,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2009,Ford_,Step Van,0,238,2021-10-01
322,7,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2008,Custom,Box Truck,0,239,2015-07-01
323,8,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2005,Freightliner,MT45 Utilimaster,1,240,2023-01-01
324,9,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2010,Custom,Van,0,241,2015-06-01
325,10,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2014,Ford_,Step Van,0,242,2015-10-01
326,11,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,1972,Volkswagen,Westfalia Bus,1,243,2017-07-01
328,13,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2009,Ford_,Step Van,1,245,2022-04-01
329,14,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2005,Freightliner,MT45 Utilimaster,1,245,2017-01-01
330,15,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2000,Freightliner,MT45 Utilimaster,0,245,2015-10-01
331,1,Munich,Bavaria,Bayern,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,1,246,2022-01-01
332,2,Munich,Bavaria,Bayern,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,1,246,2020-04-01
333,3,Munich,Bavaria,Bayern,Germany,DE,1,2015,Airstream,Trailer,1,247,2015-10-01
334,4,Munich,Bavaria,Bayern,Germany,DE,1,2008,Custom,Box Truck,1,248,2022-04-01
336,6,Munich,Bavaria,Bayern,Germany,DE,0,2012,Ford_,Step Van,1,1,2015-06-01
337,7,Munich,Bavaria,Bayern,Germany,DE,1,2010,Custom,Van,1,250,2023-01-01
338,8,Munich,Bavaria,Bayern,Germany,DE,1,2014,Ford_,Step Van,1,251,2016-04-01
339,9,Munich,Bavaria,Bayern,Germany,DE,1,2014,Ford_,Step Van,0,251,2015-10-01
340,10,Munich,Bavaria,Bayern,Germany,DE,1,1974,Volkswagen,Westfalia Bus,1,252,2023-01-01
341,11,Munich,Bavaria,Bayern,Germany,DE,1,2010,Custom,Van,0,253,2015-07-01
342,12,Munich,Bavaria,Bayern,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,1,254,2023-02-01
343,13,Munich,Bavaria,Bayern,Germany,DE,1,2000,Freightliner,MT45 Utilimaster,0,254,2015-08-01
344,14,Munich,Bavaria,Bayern,Germany,DE,1,2011,Airstream,Trailer,0,255,2015-06-01
345,15,Munich,Bavaria,Bayern,Germany,DE,1,2009,Ford_,Step Van,0,256,2015-10-01
346,1,Berlin,Brandenburg,Berlin,Germany,DE,1,2010,Custom,Van,0,257,2021-10-01
347,2,Berlin,Brandenburg,Berlin,Germany,DE,1,1974,Citroën,H Van,0,258,2018-01-01
348,3,Berlin,Brandenburg,Berlin,Germany,DE,1,2014,Ford_,Step Van,1,259,2023-01-01
349,4,Berlin,Brandenburg,Berlin,Germany,DE,1,2014,Ford_,Step Van,1,259,2016-07-01
350,5,Berlin,Brandenburg,Berlin,Germany,DE,1,1997,Chevrolet,P30,0,260,2015-04-01
351,6,Berlin,Brandenburg,Berlin,Germany,DE,1,2014,Ford_,Step Van,1,259,2023-01-01
352,7,Berlin,Brandenburg,Berlin,Germany,DE,1,2014,Ford_,Step Van,1,259,2021-03-01
353,8,Berlin,Brandenburg,Berlin,Germany,DE,1,2003,Freightliner,MT45 Utilimaster,0,260,2015-07-01
354,9,Berlin,Brandenburg,Berlin,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,1,260,2023-02-01
355,10,Berlin,Brandenburg,Berlin,Germany,DE,1,2000,Freightliner,MT45 Utilimaster,0,260,2015-10-01
356,11,Berlin,Brandenburg,Berlin,Germany,DE,0,2012,Ford_,Step Van,1,1,2017-04-01
357,12,Berlin,Brandenburg,Berlin,Germany,DE,1,2009,Ford_,Step Van,0,261,2018-01-01
358,13,Berlin,Brandenburg,Berlin,Germany,DE,1,2014,Ford_,Step Van,0,262,2018-01-01
359,14,Berlin,Brandenburg,Berlin,Germany,DE,1,1997,Chevrolet,P30,0,263,2015-10-01
360,15,Berlin,Brandenburg,Berlin,Germany,DE,1,2009,Ford_,Step Van,1,264,2016-01-01
361,1,Hamburg,Hamburg,Hamburg,Germany,DE,1,2014,Ford_,Step Van,0,265,2015-04-01
362,2,Hamburg,Hamburg,Hamburg,Germany,DE,1,2010,Custom,Van,1,266,2023-01-01
363,3,Hamburg,Hamburg,Hamburg,Germany,DE,0,2012,Ford_,Step Van,0,1,2015-10-01
364,4,Hamburg,Hamburg,Hamburg,Germany,DE,1,2008,Custom,Van,1,267,2023-01-01
366,6,Hamburg,Hamburg,Hamburg,Germany,DE,1,1974,Citroën,H Van,1,269,2023-04-01
367,7,Hamburg,Hamburg,Hamburg,Germany,DE,1,2009,Ford_,Step Van,1,270,2017-01-01
368,8,Hamburg,Hamburg,Hamburg,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,0,271,2015-10-01
369,9,Hamburg,Hamburg,Hamburg,Germany,DE,1,2000,Freightliner,MT45 Utilimaster,1,271,2023-01-01
370,10,Hamburg,Hamburg,Hamburg,Germany,DE,1,2011,Airstream,Trailer,0,272,2015-06-01
371,11,Hamburg,Hamburg,Hamburg,Germany,DE,1,2001,Freightliner,MT45 Utilimaster,1,271,2017-04-01
372,12,Hamburg,Hamburg,Hamburg,Germany,DE,1,2000,Freightliner,MT45 Utilimaster,0,271,2015-07-01
373,13,Hamburg,Hamburg,Hamburg,Germany,DE,1,2009,Ford_,Step Van,1,273,2023-10-01
374,14,Hamburg,Hamburg,Hamburg,Germany,DE,1,2007,Freightliner,MT45 Utilimaster,1,271,2017-10-01
375,15,Hamburg,Hamburg,Hamburg,Germany,DE,1,2009,Ford_,Step Van,1,274,2023-01-01
376,1,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2009,Ford_,Step Van,0,275,2015-04-01
377,2,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2001,Freightliner,MT45 Utilimaster,0,276,2015-10-01
378,3,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,1997,Chevrolet,P30,0,277,2015-12-01
379,4,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2001,Freightliner,MT45 Utilimaster,1,276,2016-01-01
380,5,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2000,Freightliner,MT45 Utilimaster,0,276,2015-04-01
381,6,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2011,Airstream,Trailer,1,277,2022-01-01
382,7,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2015,Airstream,Trailer,0,288,2021-10-01
383,8,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2001,Freightliner,MT45 Utilimaster,1,289,2017-01-01
384,9,Stockholm,"Stockholm län",Stockholm,Sweden,SE,0,2012,Ford_,Step Van,1,1,2022-04-01
385,10,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2001,Freightliner,MT45 Utilimaster,0,290,2015-10-01
386,11,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2009,Ford_,Step Van,0,291,2015-06-01
387,12,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2009,Ford_,Step Van,0,291,2015-07-01
388,13,Stockholm,"Stockholm län",Stockholm,Sweden,SE,0,2011,Ford_,Step Van,1,1,2023-02-01
389,14,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2007,Freightliner,MT45 Utilimaster,0,292,2015-10-01
390,15,Stockholm,"Stockholm län",Stockholm,Sweden,SE,1,2003,Freightliner,MT45 Utilimaster,1,293,2023-02-01
391,1,Madrid,Madrid provincia,Madrid,Spain,ES,1,1997,Chevrolet,P30,1,294,2023-01-01
393,3,Madrid,Madrid provincia,Madrid,Spain,ES,1,2001,Freightliner,MT45 Utilimaster,0,295,2021-10-01
394,4,Madrid,Madrid provincia,Madrid,Spain,ES,1,2000,Freightliner,MT45 Utilimaster,0,296,2015-10-01
395,5,Madrid,Madrid provincia,Madrid,Spain,ES,1,1978,Citroën,H Van,0,297,2023-01-01
397,7,Madrid,Madrid provincia,Madrid,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,1,298,2015-08-01
398,8,Madrid,Madrid provincia,Madrid,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,1,298,2017-01-01
399,9,Madrid,Madrid provincia,Madrid,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,0,298,2019-07-01
400,10,Madrid,Madrid provincia,Madrid,Spain,ES,1,2014,Ford_,Step Van,0,299,2022-01-01
401,11,Madrid,Madrid provincia,Madrid,Spain,ES,1,2014,Ford_,Step Van,0,299,2015-10-01
402,12,Madrid,Madrid provincia,Madrid,Spain,ES,1,2010,Airstream,Trailer,0,300,2015-08-01
403,13,Madrid,Madrid provincia,Madrid,Spain,ES,1,1972,Volkswagen,Westfalia Bus,0,301,2019-07-01
404,14,Madrid,Madrid provincia,Madrid,Spain,ES,1,1997,Chevrolet,P30,0,302,2023-01-01
405,15,Madrid,Madrid provincia,Madrid,Spain,ES,1,2008,Custom,Box Truck,1,303,2022-09-01
406,1,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2005,Ford_,Step Van,0,304,2015-04-01
407,2,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2014,Ford_,Step Van,1,305,2019-04-01
408,3,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2003,Freightliner,MT45 Utilimaster,0,306,2019-07-01
409,4,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2003,Freightliner,MT45 Utilimaster,0,306,2015-06-01
410,5,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2003,Freightliner,MT45 Utilimaster,0,306,2015-04-01
411,6,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2005,Ford_,Step Van,1,307,2023-01-01
412,7,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2003,Freightliner,MT45 Utilimaster,0,308,2022-01-01
413,8,Barcelona,Barcelona provincia,Barcelona,Spain,ES,0,2011,Ford_,Step Van,0,1,2015-07-01
414,9,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2018,Nissan,NV 2500 High Roof,1,309,2015-06-01
415,10,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,1981,Citroën,H Van,0,310,2015-04-01
416,11,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,0,311,2017-01-01
417,12,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,0,311,2015-10-01
418,13,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2009,Ford_,Step Van,0,312,2015-12-01
420,15,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2010,Custom,Box Truck,1,313,2022-01-01
421,1,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,0,2010,Ford_,Step Van,1,1,2018-08-01
422,2,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2000,Freightliner,MT45 Utilimaster,1,314,2023-01-01
423,3,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2015,Airstream,Trailer,1,315,2017-01-01
424,4,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2005,Freightliner,MT45 Utilimaster,0,316,2015-10-01
425,5,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2000,Freightliner,MT45 Utilimaster,1,317,2022-01-01
426,6,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2015,Airstream,Trailer,0,318,2015-12-01
428,8,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2009,Ford_,Step Van,0,319,2015-08-01
429,9,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2018,Nissan,NV 2500 High Roof,1,320,2022-01-01
430,10,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2005,Ford_,Step Van,0,321,2015-10-01
431,11,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2009,Ford_,Step Van,0,319,2015-06-01
432,12,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2008,Custom,Box Truck,0,322,2015-10-01
433,13,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2000,Freightliner,MT45 Utilimaster,0,323,2023-08-01
434,14,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2008,Custom,Box Truck,0,324,2015-07-01
435,15,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2015,Airstream,Trailer,1,325,2017-01-01
436,1,Cape Town,Western Cape,Western Cape,South Africa,ZA,0,2010,Ford_,Step Van,0,1,2015-04-01
437,2,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2001,Freightliner,MT45 Utilimaster,1,326,2023-01-01
438,3,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2005,Ford_,Step Van,0,327,2015-06-01
439,4,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,1972,Volkswagen,Westfalia Bus,0,328,2015-07-01
440,5,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,1997,Chevrolet,P30,1,329,2022-01-01
441,6,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2008,Custom,Box Truck,1,330,2017-01-01
442,7,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2009,Ford_,Step Van,1,1,2023-01-01
443,8,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2008,Custom,Box Truck,0,331,2015-10-01
444,9,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2015,Airstream,Trailer,1,332,2018-04-01
445,10,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2008,Custom,Van,0,333,2015-10-01
446,11,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2001,Freightliner,MT45 Utilimaster,0,326,2015-06-01
447,12,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,1997,Chevrolet,P30,0,334,2015-10-01
448,13,Cape Town,Western Cape,Western Cape,South Africa,ZA,0,2010,Ford_,Step Van,0,1,2015-07-01
449,14,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2005,Freightliner,MT45 Utilimaster,1,335,2017-04-01
257,2,Seoul,Seoul Capital,Seoul,South Korea,KR,0,2014,Ford_,Step Van,0,1,2014-12-29
262,7,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2009,Ford_,Step Van,0,193,2014-12-29
264,9,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2017,Ford_,Step Van,1,194,2014-12-29
267,12,Seoul,Seoul Capital,Seoul,South Korea,KR,1,2004,Freightliner,MT45 Utilimaster,0,197,2014-12-29
275,5,Sydney,New South Wales,New South Wales,Australia,AU,1,2001,Freightliner,MT45 Utilimaster,0,202,2014-12-29
279,9,Sydney,New South Wales,New South Wales,Australia,AU,1,2005,Ford_,Step Van,0,206,2014-12-29
285,15,Sydney,New South Wales,New South Wales,Australia,AU,1,2018,Nissan,NV 2500 High Roof,0,212,2014-12-29
304,4,Sao Paulo,São Paulo estado,São Paulo,Brazil,BR,1,2003,Freightliner,MT45 Utilimaster,0,226,2014-12-29
327,12,Rio de Janeiro,Rio de Janeiro estado,Rio de Janeiro,Brazil,BR,1,2008,Custom,Box Truck,0,244,2014-12-29
335,5,Munich,Bavaria,Bayern,Germany,DE,1,2014,Ford_,Step Van,0,249,2014-12-29
365,5,Hamburg,Hamburg,Hamburg,Germany,DE,1,2004,Freightliner,MT45 Utilimaster,0,268,2014-12-29
392,2,Madrid,Madrid provincia,Madrid,Spain,ES,0,2010,Ford_,Step Van,0,1,2014-12-29
396,6,Madrid,Madrid provincia,Madrid,Spain,ES,1,2005,Freightliner,MT45 Utilimaster,1,298,2014-12-29
419,14,Barcelona,Barcelona provincia,Barcelona,Spain,ES,1,2015,Airstream,Trailer,0,312,2014-12-29
427,7,Cairo,Cairo Governorate,Al Qahirah,Egypt,EG,1,2005,Ford_,Step Van,0,319,2014-12-29
450,15,Cape Town,Western Cape,Western Cape,South Africa,ZA,1,2009,Ford_,Step Van,0,336,2014-12-29
